gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC073107.1	0	0	0.037292	0	0.036431
AC073111.1	0.076663	0	0.201108	0.105439	0.196469
AC073114.1	0	0.74997	0.341274	0	0.100021
AC073115.1	0.030262	0.299062	0.190523	0.166483	0
AC073115.2	0.029008	0.047778	0.091314	0	0
AC073127.1	0	0	0	0	0
AC073130.1	0.018866	0.113939	0.013198	0.008649	0.012893
AC073130.2	0.070226	0.173502	0.055266	0.024146	0.071989
AC073133.1	0	0.009828	0.012523	0.057448	0.024468
AC073133.2	0	0	0	0.205021	0
AC073167.1	0.027757	0	0.029126	0	0.085363
AC073172.1	0.069244	0.513229	0.290633	0	0
AC073176.1	0	0	0	0	0
AC073188.2	0	0	0	0	0
AC073188.3	0	0	0	0	0
AC073188.4	0	0	0	0	0
AC073188.5	0	0	0	0	0
AC073188.6	0.005532	0	0.005805	0.007609	0
AC073195.2	0.715929	0.151179	0.50082	1.186642	0.075272
AC073218.1	0	0	0	0	0
AC073254.1	0.410584	0.192202	0.566881	0.26749	0.301271
AC073257.1	0.030782	0	0	0	0
AC073257.2	1.128166	0.200885	4.959137	0.796785	0.437591
AC073263.1	0.509469	0	3.36792	0.192694	0.104452
AC073263.2	0.043208	0.014233	0.009068	0.011885	0
AC073283.1	0.01872	0.154168	0.019643	0.025747	0.01919
AC073283.2	0.190242	0.117504	6.487733	0.327064	0.073132
AC073288.1	0	0	0	0	0
AC073288.2	0.072737	0.039935	0.050883	0.033347	0.049709
AC073311.1	0	0	0	0	0
AC073314.1	0	0.011966	0.015246	0.039968	0.014895
AC073316.1	0.438646	0.015372	0.039172	0.012836	0.019134
AC073316.2	0	0.126875	0	0	0
AC073316.3	0	0.081009	0	0	0.016806
AC073320.2	0.021004	0.017297	0	0.014444	0
AC073321.1	0.098466	0	0	0.169283	0.050469
AC073323.1	0.071393	0.058796	0.074914	0	0
AC073325.1	0	0	0.031168	0	0.943923
AC073326.1	0.115614	0.047606	0.121315	0.159011	0.029629
AC073332.1	0.160291	0.264013	0.126146	0.316908	0.102697
AC073333.1	0.695646	0.368289	0.54746	0.512552	0.458429
AC073336.1	0	0	0	0	0.024855
AC073342.1	0.086555	0.085538	0.018165	0	0.106474
AC073342.2	0.017888	0	0	0	0.009169
AC073343.2	0.339795	0.057897	0.221306	0.064461	0.408382
AC073346.1	0.014852	0	0	0	0
AC073349.1	0	0.274656	0	0.396142	0.17094
AC073352.1	0.511087	0	0.234626	0	0.13098
AC073352.2	0	0	0	0	0
AC073359.1	0.185404	0	0	0	0
AC073359.2	0	0	0	0	0
AC073365.1	0.015956	0.02628	0.016742	0.087779	0.032712
AC073367.1	0.161685	0.038044	0.145421	0.15884	0.189422
AC073370.1	0.245322	0.151525	0.160886	0.168703	0
AC073389.1	1.599798	0.333545	1.593685	1.030519	0.332145
AC073389.2	0	0	0.083941	0	0
AC073389.3	0.998669	0.170161	1.824812	0.734128	0.582474
AC073409.1	0	0	0	0	0
AC073429.1	0	0	0	0	0
AC073429.2	0	0	0	0	0
AC073475.1	0.045998	0.037881	0.01448	0.012653	0.009431
AC073476.3	0.044952	0.021154	0.060645	0.035329	0.046081
AC073487.1	0.304333	0.050126	0.191604	0.083714	0.343172
AC073508.3	5.400447	3.513151	30.750367	2.824344	11.316309
AC073517.1	0.119033	0	0.031226	0.204642	0.152527
AC073525.1	0	0	0	0	5.238857
AC073529.1	0.167265	0.043047	0.180997	0.258805	0.053583
AC073530.1	0	0	0	0	0
AC073534.2	0.126766	0.278392	0.088677	0.348697	0.216581
AC073539.1	0	0	0	0	0
AC073539.3	0	0	0	0	0
AC073569.1	0.024137	0.039755	0	0	0.024743
AC073569.2	0.181912	0.149813	0.524926	0.375292	1.351976
AC073569.3	0.094424	0.038881	0.04954	0.064933	0.193589
AC073571.1	0	0	0	0.046615	0
AC073573.1	0.03347	0.110257	0.280966	0.322236	0.343107
AC073575.3	0	0.044491	0	0	0.02769
AC073575.4	0.487855	0.126875	0.215541	0.635662	0.789638
AC073578.1	0.130623	0.053787	0.685317	0	0
AC073578.2	0.069393	0	0.910186	0	0
AC073585.1	2.545812	0.099837	0.139927	0.500201	0.223691
AC073591.1	0	0	0	0	0
AC073592.1	0.050232	0	0.026354	0.120901	0
AC073611.1	0.423009	0.778701	0.548306	0.855573	0.994797
AC073626.1	0	0	0	0	0
AC073636.1	0.099686	0.041048	0.0523	0	0.051094
AC073641.1	0	0.123622	0	0	0.03847
AC073651.1	0.069244	0	0.036329	0	0
AC073655.1	0	0.053787	0.137063	0	0.033476
AC073655.2	0.490478	0.142564	0.287606	0.257929	0.488005
AC073657.1	0	0	0	0	0
AC073834.1	0	0	0	0	0
AC073842.1	0	0	0	0	0
AC073842.2	0.731783	0.556297	0.1772	0.503233	0.779008
AC073848.1	0	0	0	0	0
AC073862.1	0	0	0	0	0
AC073863.1	0	0	0	0	0.057907
AC073864.1	0	0	0	0	0
AC073869.1	3.804749	3.069013	4.795143	3.428256	5.688077
AC073869.3	0	0.045719	0.087378	0.152705	0.085363
AC073878.1	0.102055	0	0	0	0
AC073878.2	0.167265	0	0	0	0.042866
AC073896.2	1.118002	0.59847	0.938503	0.615062	1.11742
AC073896.3	0.847328	0.72815	0.695824	1.621399	1.661673
AC073896.4	6.431703	2.763539	5.826638	2.637289	12.121629
AC073896.5	0	0	0.031168	0	0
AC073912.2	0.082279	0.13552	0	0	0.05623
AC073912.3	0.101572	0.167299	0.05329	0.139699	0.208245
AC073934.1	0.032524	0	0	0.044732	0
AC073941.1	0.179212	0	0	0	0.030619
AC073957.1	0	0	0.031576	0.041387	0.185085
AC073957.2	0	0	0	0	0
AC073957.3	0.195344	0.211883	0.164981	0.216246	0.722849
AC073964.1	0	0	0	0	0
AC073987.1	0	0.041562	0	0.104117	0
AC074011.1	0	0.36512	0.029076	0	0.028405
AC074029.3	0.1548	0	0.108289	0.070969	0.634747
AC074031.1	0	0	0	0	0
AC074032.1	0.432388	0.546004	1.436742	0.555043	0.783064
AC074035.1	0.013597	0	0	0	0
AC074044.1	0.136627	0.037506	0.071682	0.062637	0.093372
AC074050.2	0	0	0	0	0
AC074050.3	0	0	0	0	0
AC074050.4	0.271844	0.04975	0	0.124628	0.09289
AC074052.2	0	0	0	0	0
AC074091.2	0	0.015231	0	0	0
AC074117.1	1.561795	0.784935	1.975478	4.691922	1.030255
AC074124.1	0	0	0	0	0
AC074131.1	0	0	0	0	0
AC074135.1	0.616	0.493591	1.537321	0.091591	1.51893
AC074135.2	0	0	0	0	0
AC074138.1	0.271821	0.122104	0.324119	0.067973	0.62062
AC074143.1	0	0	0	0	0
AC074183.1	0	0	0	0	0
AC074194.1	0.025883	0.085263	0.027159	0.106795	0.026533
AC074212.1	0.167184	0.112187	0.331364	0.178841	0.215814
AC074237.1	0	0	0	0	0
AC074254.1	0	0.065636	0	0	0
AC074257.2	0	0	0	0	0
AC074286.1	0.068073	0.084091	0	0	0.104673
AC074344.2	0	0	0	0	0
AC074351.1	0.100411	0	0	0.046034	0.102932
AC074366.1	0	0	0	0.040778	0
AC074389.1	0	0	0	0	0
AC074389.2	0	0	0	0	0
AC074389.3	0	0	0	0	0
AC076966.2	0	0	0	0	0.047018
AC076968.1	0.037527	0	0	0	0
AC077690.1	0	0	0	0	0
AC078776.1	0	0	0	0	0
AC078777.1	0.062159	0.273017	0.304379	0.028497	0.12744
AC078778.1	0.340724	0.046767	0.4767	0.117155	0.203746
AC078785.1	0.160831	0.132452	0.04219	0.099541	0.098922
AC078785.2	0	0	0	0	0
AC078788.1	0	0.125474	0.026645	0.209548	0
AC078788.2	0	0.069416	0	0.115928	0
AC078789.1	0.033751	0	0	0.09284	0
AC078795.1	0.0922	0.02531	0.080622	0.169078	0.178529
AC078795.2	0	0	0	0	0
AC078795.3	0	0	0	0	0
AC078802.1	0.401048	0.094366	0.140275	0.341458	0.176193
AC078814.2	0	0	0	0	0
AC078820.2	0.021697	0	0.022767	0	0
AC078828.1	0	0	0	0	0
AC078842.2	0.029113	0	0	0	0
AC078842.3	0	0	0	0	0
AC078845.1	0.025057	0.103178	0.052585	0.275701	0.051373
AC078846.1	0.370489	0.205905	0.202726	0.412647	0.291251
AC078850.1	0.119033	0.212396	0.041634	0.013643	0.030505
AC078850.2	0	0	0	0	0.027644
AC078851.1	0	0	0	0	0
AC078852.1	0	0	0	0.050209	0.67361
AC078852.2	0.030549	0	0.032055	0	0.720264
AC078860.2	0.061098	0	0.384662	0	0
AC078864.1	2.295398	0.258953	7.786644	0.691945	3.287794
AC078865.1	0	0	0	0	0.029366
AC078878.2	0	0	0	0	0
AC078880.1	0	0	0	0	0
AC078880.2	0.019098	0	0	0	0
AC078880.3	0.057446	0.023655	0.030139	0	0.117777
AC078880.4	0.009205	0.015161	0	0	0
AC078880.5	0	0.062985	0.040126	0	0
AC078881.1	0.141548	0.085894	0.062538	0.020493	0.229108
AC078882.1	0	0	0	0	0
AC078883.1	0.342117	0.238402	0.248529	0.49768	0.330473
AC078883.2	0.028852	0	0	0	0.14788
AC078889.1	0	0.050701	0	0	0.031555
AC078905.1	0	0	0	0	0
AC078906.1	1.149945	0	0.063508	0	0.020681
AC078909.1	0	0.057148	0.036407	0	0
AC078909.2	0	0	0.042445	0	0.041466
AC078922.1	0.07419	0	0.311393	0	0.038026
AC078923.1	0	0	0.024394	0	0.011916
AC078925.1	0	0	0	0	0
AC078929.1	0.03207	0	0	0	0
AC078942.1	0.109333	0.09004	0.831747	0.037593	0.196136
AC078950.1	0	0.021664	0	0.01809	0.013483
AC078955.1	0.018253	0	0	0	0
AC078962.2	0	0	0	0	0
AC078962.3	0	0	0	0	0.023179
AC078962.4	0.033401	0	0	0	0
AC078962.5	0	0	0.133016	0	0
AC078980.1	0	0	0	0	0
AC078993.1	20.800893	1.087646	5.11365	11.861263	0.108308
AC079015.1	0.027012	0.222456	0.085032	0.297211	0.110761
AC079031.1	0	0	0	0	0.031891
AC079031.2	0	0	0	0.108011	0.05367
AC079035.1	0.03797	0	0.099605	0	0
AC079054.1	0.097276	0	0	0	0
AC079061.1	0.005236	0.008623	0.005494	0	0.069771
AC079070.1	0	0.23889	0.030438	0	0
AC079075.1	0.107567	0	0.150495	0.049315	0.18378
AC079089.1	0.024554	0.040443	0.008588	0.022514	0.050341
AC079145.1	1.72598	0.637188	1.561281	0.286498	0.427076
AC079148.1	0.058972	0.323771	0.226891	0.108143	0.221658
AC079154.1	0	0	0	0	0
AC079160.1	0.094226	0.014781	0.197745	0.012342	0.055195
AC079163.1	0	0	0	0	0
AC079171.1	0.035228	0	0	0	0
AC079174.1	0	0	0.270722	0	0
AC079174.2	0.230216	0.130754	0.324867	0.371221	0.349925
AC079193.2	0	0.023139	0	0.038643	0
AC079203.2	0	0	0	0	0
AC079209.1	0.099203	0.093369	0.104095	0.331354	0.087166
AC079209.2	0	0	0.039195	0	0
AC079210.1	0	0	0	0.115324	0
AC079226.1	0	0	0	0	0
AC079226.2	0	0	0	0	0
AC079248.1	0	0	0	0	0
AC079296.1	0.108339	0	0.011368	0.029801	1.1217
AC079298.1	0.029832	0.032757	0.010434	0	0
AC079298.2	0	0	0	0	0
AC079298.3	0.0702	0.423961	0.1596	0.032183	0.035981
AC079305.2	0.290367	0.15942	0.101561	0.488105	0.132292
AC079305.4	0.07385	0.121637	0.077491	0.20314	0
AC079310.1	0	0	0.217196	0.158159	0
AC079313.1	0.088457	0	0.185638	0.081107	0.15113
AC079313.2	0.017423	0.057396	0.036565	0.047927	0.071443
AC079322.1	0.241134	0.046726	0.267908	0.058526	0.072702
AC079328.2	0	0	0	0	0
AC079329.1	0	0	0	0	0
AC079336.1	0	0.063135	0.040222	0	0
AC079336.2	0.086835	0.05721	0.036447	0	0.017803
AC079336.3	0.033893	0	0	0	0
AC079336.4	0	0	0	0	0
AC079336.5	0.064916	0	0.047682	0.035713	0.059891
AC079340.1	0	0	0.030603	0	0
AC079340.2	0.040913	0	0.021465	0.028135	0.02097
AC079341.1	0	0	0.007575	0	0.007401
AC079341.2	0	0	0	0	0
AC079349.1	0	0	0	0	0
AC079354.2	0.362362	0	0	0	0.265329
AC079360.1	0.07419	0	0.077848	0	0.038026
AC079362.1	0	0	0	0	0
AC079380.1	0.026008	0.085676	0	0	0.026661
AC079384.1	0.026832	0	0.05631	0	0.330069
AC079385.1	0.072356	0.059588	0	0.074637	0.018543
AC079385.2	0	0	0	0.025657	0.019123
AC079385.3	0.0398	0	0	0	0.0204
AC079411.1	0	0	0	0	0
AC079414.1	0.131961	0.054338	0.45002	0	0
AC079414.3	1.225905	0.243274	1.689306	0.528163	0.772179
AC079447.1	0.323116	0.119745	0.194953	0.1111	0.215298
AC079465.1	0.046064	0.044258	0.004028	0.026398	0
AC079466.1	0.010846	0	0	0	0
AC079466.2	0	0	0	0	0
AC079467.1	0	0	0	0	0
AC079584.1	0	0	0	0	0
AC079584.2	0	0	0	0	0.032046
AC079598.1	0.02906	0	0	0	0.02979
AC079600.3	0	0.059322	0	0	0
AC079601.2	0.005768	0.009501	0.06658	0.031734	0
AC079610.1	0.769963	0.691743	0.36724	0.385082	0.645787
AC079610.2	0.219037	0	0	0	1.347219
AC079612.1	0	0	0	0	0
AC079612.2	0	0	0	0	0
AC079684.2	0.663126	0	0.154628	0.506687	0.604245
AC079742.1	0	0	0	0	0
AC079760.1	0.079699	0.262543	0.167258	0	0
AC079760.2	0.055419	0.09128	0.043614	0.076221	0.014203
AC079763.1	0	0	0	0	0
AC079766.1	0	0.0621	0	0	0
AC079779.1	0	0	0	0	0
AC079779.2	0.052384	0.02876	0	0.096062	0.071598
AC079779.3	0	0	0	0	0.004983
AC079779.4	0	0	0	0	0
AC079790.1	0	0	0	0	0.032551
AC079793.1	0.034659	0	0	0.21451	0.053294
AC079799.1	0	0	0	0	0
AC079801.1	0	0	0	0	0
AC079807.1	0.771108	0.743462	1.401177	0.98295	1.060384
AC079834.2	0.033041	0.095237	0.052005	0.034082	0.059273
AC079848.1	0.673921	0.123334	0.523816	0.240303	1.049056
AC079858.1	0	0	0	0	0.036838
AC079866.2	0	0	0	0	0
AC079896.1	0	0	0	0	0
AC079906.1	0.039507	0	0.041455	0.054337	0.161997
AC079907.1	0.21523	0.070901	0	0.059204	0.706029
AC079907.2	0.0367	0	0	0	0
AC079910.1	0	0	0	0	0
AC079915.1	0	0	0	0	0.023746
AC079921.1	0.034036	0.252274	0.071429	0.421311	0.017445
AC079921.2	0.106149	0.699345	0.111383	0.194657	0.362713
AC079922.2	0.772317	0.393425	0.609888	0.722744	0.228534
AC079942.1	0	0	0	0	0
AC079943.1	0	0	0	0	0
AC079943.2	0	0	0	0	0
AC079949.1	0.10454	0.043047	0.027424	0.035945	0.107165
AC079949.2	0.10978	0.21698	0.023039	0.030197	0.073149
AC079950.1	0.258738	0.023676	0.015083	0.316318	0
AC079988.1	0	0	0	0	0
AC080011.1	0.016278	0	0	0	0
AC080013.1	0.300632	0.292021	0.359943	0.461186	0.047412
AC080013.3	0.33424	0.091754	0.730669	0.383084	0.142763
AC080013.4	1.165892	2.655767	1.145292	3.070572	1.424025
AC080013.5	0.450494	0	0.124397	0.260881	0.097222
AC080013.6	1.048322	2.096678	0.628579	0.926884	1.381683
AC080023.1	0	0	0.063112	0.137872	0.041104
AC080037.2	0	0	0.665081	0.074721	0.018564
AC080038.2	0.209262	0.367651	0.409884	0.230249	0.257419
AC080038.3	0.114179	0	0.119809	0.157037	0.156061
AC080075.1	0	0	0	0	0
AC080078.1	0	0	0.041203	0.054005	0
AC080078.2	0	0	0	0.239117	0
AC080112.2	2.168091	2.874554	14.125953	4.494007	15.273952
AC080129.1	0	0	0	0.054538	0
AC080129.2	0.673921	0.246668	0.432148	0.051494	0.805982
AC080162.1	0.360675	0.108011	0.240838	0.270577	0.403343
AC080188.1	0	0.048038	0	0.040113	0
AC082650.1	0	0	0	0	0
AC082651.1	0	0	0.142129	0.053227	0.158687
AC082651.3	0.016537	0.027239	0.017353	0.056862	0.008476
AC082651.4	0	0	0.009122	0	0.008911
AC083795.2	0	0	0	0	0
AC083798.2	0.92998	0.119239	0.677826	0.145521	0.485227
AC083799.1	14.701605	9.907381	8.724987	30.901802	9.285449
AC083801.2	0	0	0	0.018765	0.013986
AC083805.1	0.041892	0.0207	0.030771	0	0
AC083805.2	0.079177	0.08694	0.083081	0.072597	0.135274
AC083805.3	0	0	0.025693	0	0
AC083806.2	0.053964	0	0.03775	0	0.036879
AC083806.3	0	0	0	0	0.036271
AC083809.1	0.102326	0.05618	0.572646	0.046912	0
AC083836.1	0	0	0	0.01042	0
AC083841.1	0.048057	0.039577	0.151281	0.132192	0.024632
AC083841.2	0	0	0.168369	0.110343	0
AC083841.3	0	0	0	0	0
AC083843.1	0.310197	0.051092	0.227845	0.085327	0.22259
AC083843.2	0.227551	0.031233	0.139283	0.130402	0.136071
AC083843.3	1.467545	1.217068	0.659189	0.956086	0.461874
AC083862.2	0.506177	0.486335	0.295075	0.42544	0.230616
AC083864.1	0	0	0	0	0
AC083864.2	0	0	0	0	0
AC083864.3	0	0	0	0	0.008718
AC083867.2	0	0	0	0.048451	0.072225
AC083880.1	0.7523	0.198257	0.473637	0.910522	0.586103
AC083900.1	0.034327	0	0.036019	0.141635	0
AC083902.1	0	0	0	0	0
AC083906.3	1.761933	0.796642	0.652522	4.561491	3.329019
AC083964.1	0.638858	1.809878	0.294958	0.316318	0.916857
AC083967.1	0.125043	1.441691	3.050591	9.544809	0.064091
AC083973.1	0.054821	0.030099	0.29721	0.0377	0.028099
AC084018.1	0.872511	0.417223	0.826933	1.432278	4.933719
AC084018.2	0.104982	0	0.233276	0.110414	0.373495
AC084024.1	0	0	0	0	0.026576
AC084024.3	0	0.047183	0.030059	0.078798	0.058731
AC084026.1	0.057089	0	4.462883	0.314074	0.175568
AC084026.2	1.404294	0.082607	1.526164	0.137958	0.102825
AC084030.1	0.011434	0	0.011998	0	0
AC084032.1	0.10238	0.084314	1.665135	0.176011	0.10495
AC084036.1	2.820534	2.296732	1.097384	3.399792	1.88425
AC084048.1	0	0	0.052791	0.034597	0
AC084064.1	0	0	0	0	0.078775
AC084082.1	0.054161	0	0.042623	0.148981	0.04164
AC084083.1	0.044596	0.036727	0	0.030668	0
AC084116.1	0	0	0	0.090561	0
AC084116.2	0	0	0	0	0
AC084116.3	0	0	0	0	0
AC084117.1	1.132909	0.196421	0.875936	0.410041	0.061124
AC084125.1	0	0	0	0	0
AC084125.2	0.358565	0.032509	0.376245	0.787239	0.75874
AC084125.3	0.121351	0	0	0.166901	0
AC084125.4	0.333416	0.392261	0.149938	0.982644	0.976535
AC084128.1	0	0	0.101156	0.132588	0
AC084149.1	0	0	0	0	0
AC084211.1	0	0	0	0	0
AC084219.3	0.090318	0.148762	0.150055	0.06211	0.100301
AC084262.1	0.128622	0	0.449882	0.265353	1.142715
AC084291.1	0	0	0	0	0
AC084346.1	0.182946	0	0.031994	0.335488	0.125026
AC084357.2	0.175628	0.289274	0.061429	0.080517	0.300062
AC084357.3	0	0	0	0.007606	0.005669
AC084361.1	0	0	0	0	0
AC084365.1	0	0	0	0	0
AC084375.1	0	0	0	0.075314	0.028067
AC084398.2	0.028545	0	0.029952	0.117778	0.029261
AC084706.1	0	0	0	0	0
AC084734.1	0	0	0	0	0
AC084756.1	0	0	0	0	0
AC084757.2	0	0	0	0	0.091686
AC084757.3	0.091143	0.150121	0.052166	0.034188	0.016988
AC084757.4	0.030607	0.050412	0.032116	0.126287	0.062751
AC084759.2	0	0	0	0	0
AC084768.1	0	0	0	0	0
AC084781.1	0	0	0	0	0
AC084781.2	0	0	0	0	0
AC084782.1	0	0	0	0	0
AC084782.2	0.076754	0.063211	0.04027	0	0.059011
AC084782.3	0.557067	0.045877	0.058453	0.191542	0.285527
AC084809.1	0.871701	0.044868	0.114335	0.074931	0.251321
AC084809.2	0.377326	0.051791	0.065989	0.216233	0.032233
AC084816.1	0	0	0	0	0
AC084819.1	0	0.06254	0.039842	0.104445	0
AC084824.4	0.15046	0.092933	0.414433	0.232804	0.597671
AC084824.5	0.748801	1.414714	1.571447	0.545226	2.167346
AC084824.6	0.857586	0.449438	2.208778	0.643358	1.198797
AC084838.1	0	0	0	0	0
AC084855.1	0	0.278148	0	0	0.057704
AC084855.2	0	0.011081	0.056475	0.018506	0.103448
AC084864.1	0.263922	0.956344	0.332322	0.217792	0.541096
AC084866.1	0	0.047864	0	0	0
AC084866.2	0	0	0	0	0
AC084871.1	0.150059	0	0.022494	0	0
AC084871.2	0.051271	0.042224	0	0	0
AC084876.1	0.150695	0.082736	0.158125	0.20726	0.051493
AC084879.2	0	0	0	0	0
AC084879.3	0	0	0	0	0
AC084880.2	0	0	0	0	0
AC084880.3	0.059517	0	0	0	0.030505
AC084880.4	0.558032	0.183825	0.175664	0.153499	0.457634
AC084882.1	0.029008	0	0	0	0
AC087045.2	0.128409	0.423	0.033685	0.132456	0
AC087071.1	0.544109	0	0.235092	0.176081	0.36091
AC087071.2	1.03595	0.507278	0.117517	0.308066	0.315718
AC087164.1	0.021192	0	0	0.038863	0.021725
AC087190.1	0	0	0	0	0
AC087190.2	0	0	0	0	0
AC087190.3	0	0	0	0	0
AC087203.3	0.010407	0.034282	0.03276	0.014313	0.458725
AC087222.1	0.063886	0.157838	0.067036	0.395397	0.654898
AC087235.1	0	0	0	0	0
AC087235.2	0	0	0	0	0
AC087239.1	0.028146	0.046358	1.004133	0.309682	0.346226
AC087241.2	0.018677	0	0.019598	0.077061	0.019146
AC087242.1	0	0	0.029533	0	0
AC087257.1	0	0.030144	0.006401	0	0
AC087260.1	0	0	0	0	0.041156
AC087269.1	0	0.028667	0.018263	0.047875	0
AC087273.1	0.060867	0	0.063868	0	0
AC087273.2	0	0.083649	0	0.034925	0
AC087276.2	0.351896	0.144901	0.092312	0.241992	0.721462
AC087276.3	0.040913	0.067387	0.128791	0.05627	0.02097
AC087276.4	0.108779	0	0	0	0
AC087277.1	0	0	0	0.041387	0
AC087277.2	0	0.351216	0	0	0
AC087284.1	0.030694	0	0.08052	0.021108	0.015733
AC087286.1	0	0	0	0	0
AC087286.2	0.365892	2.209734	0.614293	0	0.075016
AC087286.3	0	0	0	0	0
AC087286.4	0.021581	0	0	0.059363	0.022123
AC087289.1	0.072356	0	0.056943	0.174152	0.148345
AC087289.2	0.192873	0.056061	0.095239	0.327686	0.476843
AC087289.4	0	0	0	0	0
AC087289.5	0.167331	0.116925	0.218147	0.244088	0.202719
AC087292.2	0	0	0	0	0
AC087294.1	0.127183	0.05237	0.100091	0.072884	0.228158
AC087301.1	0.200613	0.247821	0.105253	0.068979	1.182489
AC087311.2	0	0	0	0	0
AC087318.1	0	0	0	0.056921	0.042425
AC087341.1	0	0	0	0	0
AC087354.1	0	0	0.032581	0	0
AC087362.1	0.14838	0	0.038924	0	0.038026
AC087362.2	0.188663	0.517906	0.197966	0	0.257866
AC087379.1	0	0	0.136097	0	0
AC087379.2	0	0.112598	1.255323	0.047011	0.035039
AC087386.1	0	0	0	0	0
AC087392.1	0.392664	0.226363	0.144209	0.081008	0.543406
AC087392.2	0	0	0	0.03785	0.028211
AC087392.3	0.146774	0.045328	0.028877	0.025233	0.075229
AC087392.4	0.16563	0	0.139038	0.13668	0.203746
AC087392.5	0.032923	0.271133	0.103638	0.498087	0.371243
AC087393.2	0	0	0	0	0
AC087399.1	0	0	0	0	0
AC087430.1	0	0	0	0.005986	0
AC087439.1	0	0	0	0	0
AC087439.2	0	0	0	0	0.026791
AC087442.1	0	0	0.203531	0.444623	1.126741
AC087457.1	0	0.00857	0	0	0
AC087463.1	0	0	0	0	0
AC087463.2	0	0	0	0	0
AC087473.1	0	0	0	0	0
AC087477.2	0.048574	0.085006	0.108309	0.087684	0.152493
AC087477.3	0	0	0	0	0
AC087477.4	0	0	0	0	0
AC087477.5	0	0.032656	0.020804	0.027269	0.040649
AC087482.1	0.015861	0.026125	0	0	0.081298
AC087491.1	3.057808	0.043047	7.568968	0.395397	0.83053
AC087499.2	0.279053	0	0	0	0
AC087500.1	1.132092	0.169514	0.732804	0.515641	1.959312
AC087500.2	1.131472	0.106493	0.37314	0.666935	0.695928
AC087501.1	0.022516	0.037086	0.023627	0.092904	0
AC087501.2	0	0	0.06586	0	0.03217
AC087501.3	0	0	0	0	0
AC087501.4	0.474704	0.547314	0.170781	0.279809	0.681271
AC087516.1	0	0	0	0	0
AC087516.2	0	0	0	0	0
AC087518.1	0	0	0	0	0
AC087521.1	0.023617	0.0778	0.016521	0.010827	0.01614
AC087521.2	0.019538	0.01609	0.030752	0	0.030043
AC087521.3	0.05634	0.115997	0.073898	0.038744	0.187703
AC087565.1	0	0	0	0	0
AC087588.2	0.302333	0.062246	0.07931	0.207908	0.154962
AC087612.1	0.048934	0	0.025673	0	0.050162
AC087620.1	0	0	0.075584	0.09907	0.073841
AC087623.1	3.406766	0.099314	0.569429	0.456113	7.50999
AC087623.2	22.462679	0.458852	0.307706	0.241992	0.225457
AC087623.3	0.486452	0.076307	0.024307	0.031859	0.308697
AC087627.1	0.016213	0.133519	0.204146	0	0.049859
AC087632.2	0.047143	0.019412	0.024734	0.032419	0.030204
AC087633.1	0	0	0	0	0
AC087633.2	0.019689	0	0.013773	0	0
AC087636.1	0.056193	0.046277	0	0	0
AC087645.2	0.098423	0.023159	0.295075	0.193382	0.072067
AC087664.1	0	0	0	0	0
AC087664.2	0	0	0	0	0
AC087667.1	0	0.055943	0.047519	0.015571	0.034817
AC087672.1	0	0	0	0.051614	0.076939
AC087672.2	0.065444	0.215584	0.045781	0	0.022362
AC087683.2	0.246921	0.24402	0.155458	0.067921	0.101248
AC087721.1	0	0	0.03549	0	0
AC087741.1	0.675778	0.310623	0.455143	2.442476	4.272463
AC087741.2	1.684803	1.85001	0.589293	2.96088	2.206855
AC087742.1	0.261069	0.035834	0.228285	0.179532	0.223019
AC087749.1	0	0	0	0.03476	0.051816
AC087749.2	0	0	0	0	0
AC087752.3	0.613088	1.122009	1.000717	1.31167	1.58284
AC087752.4	1.602954	1.779267	0.475346	0.575123	1.857529
AC087761.1	0.028955	0	0.09115	0.119472	0.029682
AC087762.1	0	0.082478	0.026272	0	0
AC087854.1	0.114543	0.247213	0.116047	0.146673	1.429272
AC087855.1	0	0	0	0	0
AC087855.2	0	0	0	0	0.030733
AC087857.1	0.068947	0	0.036174	0.047414	0
AC087863.2	0	0	0	0	0
AC087878.1	0.140237	0	0.353165	0.154301	0.028752
AC087893.3	0	0	0.025441	0	0.024855
AC087897.2	0	0	0	0	0
AC089983.1	0	0	0	0.063173	0
AC089984.1	0	0	0	0	0
AC089987.1	0	0.008562	0.010909	0.014299	0
AC089987.2	0	0	0	0	0
AC089998.1	0.005126	0.008442	0.032269	0	0.005254
AC089998.2	0	0	0	0	0.059579
AC089998.4	0	0	0	0	0
AC089999.3	0	0	0	0	0
AC089999.4	0	0	0.11711	0.115124	0.371828
AC090001.1	0.121964	0.057396	0.127978	0	0
AC090004.1	0.084415	0.059588	0.113886	0.149274	0.271967
AC090015.1	0	0	0.007213	0.009454	0.056374
AC090023.1	0	0	0	0	0
AC090023.2	0	0	0	0	0
AC090044.1	0	0.053354	0	0	0.033206
AC090049.1	0	0	0	0	0
AC090061.1	0.23201	0.205051	0.480962	0.186789	0.580086
AC090099.1	0	0	0	0	0.01607
AC090103.1	0	0	0	0	0
AC090109.1	0.019657	0	2.289535	0	0
AC090114.2	0.597958	2.590032	1.235727	1.635399	2.791125
AC090115.1	0	0.047183	0.090176	0.078798	0
AC090116.1	0	0	0	0	0
AC090124.1	0	0	0	0	0
AC090125.1	0.163278	0.537866	0.034266	0.179653	0
