gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC005034.3	0.038887	0.06405	0.244827	0.213935	0
AC005034.4	4.202203	8.287453	5.192658	3.815005	3.145761
AC005034.5	0.053724	0.058992	0.150328	0.147779	0.110145
AC005034.6	1.969219	3.300376	2.392579	0.950311	1.133283
AC005037.1	0	0.054505	0.034724	0.06827	0.016961
AC005041.3	0.297675	0.122574	1.145292	0.443527	0.915445
AC005042.2	0.063134	0	0.066247	0	0
AC005046.2	0.360623	0.296988	0.324347	0.566841	0.237649
AC005050.1	0.058543	0	0.030715	0	0.030006
AC005062.1	0.156974	0.072394	0.026354	0	0.695152
AC005064.1	0.189055	0	0.037196	0	0.169577
AC005070.3	0.225122	0.551181	0.178763	0.142259	0.430362
AC005072.1	0.00905	0	0.009496	0	0
AC005076.2	1.939885	0.716671	0.627783	1.321552	0.929247
AC005077.3	0	0	0.045657	0.059844	0
AC005082.1	0.039595	0.352166	0.191117	0.098023	0.056824
AC005083.1	12.311176	2.707599	2.981128	1.277909	0.750989
AC005086.2	0	0	0.02109	0	0.041207
AC005089.1	0.043104	0	0.007538	0	0.044186
AC005090.1	0	0	0	0	0
AC005091.1	0.081173	0.044566	0.014196	0.111642	0.041605
AC005096.1	0	0.085263	0	0	0
AC005100.1	0	0	0	0	0
AC005104.1	0.291389	0.059993	0.573294	0.551051	0.261367
AC005154.3	0	0	0	0	0
AC005154.4	0.174992	0.21617	0.459051	0.240676	0.269078
AC005160.1	0	0	0	0	0
AC005162.1	0	0.045877	1.139843	0	0
AC005162.2	1.025032	0.102486	0.962176	0.707146	0.10407
AC005165.1	0.010849	0.008934	0.017075	0.029841	0.022242
AC005176.1	0	0	0.009206	0	0
AC005180.1	0.082279	0.090347	0.086336	0.075442	0.084345
AC005180.2	0.085939	0.188732	0.060118	0	0.088097
AC005197.1	0	0.038824	0	0	0.072489
AC005208.1	0	0	0	0.020129	0
AC005209.1	0	0	0	0	0
AC005220.1	0	0	0.01911	0	0.018669
AC005224.1	0	0	0	0	0.01751
AC005224.2	0.078558	0.139353	0.071441	0.184335	0.165748
AC005224.3	0.068217	0.144462	0.020452	0.522728	3.096891
AC005225.1	0.034363	0.056599	0.108173	0.070893	0.193744
AC005225.2	0.157664	0.317394	0.45955	0.31322	0.035916
AC005225.3	0.03102	0.153276	0.292943	0.298643	0.413381
AC005229.4	1.984937	2.038827	1.114419	0.775683	1.268917
AC005234.1	0	0	0	0	0
AC005237.1	0.432001	0.047436	0.151101	0.475325	0.177139
AC005244.2	0	0	0.023528	0	0
AC005253.1	0.627556	0.212028	0.346135	0.486886	0.527846
AC005253.2	0	0	0	0	0
AC005256.1	0	0	0	0	0
AC005261.2	5.338683	5.231123	4.336335	7.041002	13.468632
AC005261.3	0.292713	0.025375	0.307147	0.105944	0.837016
AC005261.4	3.940534	2.737837	1.719799	3.661063	7.375903
AC005262.2	0	0	0	0	0
AC005264.1	0.006942	0.022869	0.014569	0.038193	0.014233
AC005277.1	0	0	0	0	0
AC005277.2	0.08256	0	0.086631	0.11355	0
AC005280.1	0	0	0.198742	0.162811	0
AC005281.1	0.035344	0	0.018543	0.072916	0
AC005288.1	169.285281	16.619258	194.525539	25.824027	23.123998
AC005291.1	0.979516	2.357969	0.764273	0.20726	0.489181
AC005291.2	1.262081	2.788575	1.292012	0.508044	0.915104
AC005301.1	0.036798	0.030305	0	0	0
AC005303.1	0	0	0	0	0
AC005304.1	0	0	0	0	0.040749
AC005304.2	0.016245	0.013379	0	0	0
AC005304.3	0.157527	0	0	0	0.096889
AC005306.1	0.034437	0.141801	0.108405	0.213134	0.300062
AC005307.1	0	0	0	0.028207	0.010512
AC005323.1	0	0	0	0.015022	0
AC005323.2	0	0.068964	0	0	0
AC005324.1	0	0	0	0	0
AC005324.2	0	0	0	0	0
AC005324.4	0.003578	0	0.007508	0	0.003667
AC005324.5	0.05639	0	0.088755	0.116334	0.173416
AC005329.1	0.009017	0.007426	0.004731	0	0.138645
AC005329.2	0	0	0	0	0
AC005329.3	0.023571	0.019412	0.024734	0.081048	0.024163
AC005330.1	0.234076	0.23561	0.3002	0.071542	0.106646
AC005332.1	0.356395	0	0.077373	0.219732	0.100784
AC005332.2	0.143398	0.081758	0.069447	0.098612	0.254421
AC005332.3	3.970662	4.578015	1.287812	5.46109	7.400643
AC005332.4	1.39714	1.229957	0.35387	5.588016	2.016629
AC005332.5	0.623956	0.475073	0.339714	1.416779	2.504177
AC005332.6	15.432333	13.680533	6.616111	19.178315	19.096751
AC005332.7	0.208068	0.171353	0.109164	0.465023	0.453245
AC005339.1	0	0	0	0	0
AC005342.1	0	0.042157	0.187999	0	0.209901
AC005342.2	0.102217	0	0	0	0
AC005344.1	0	0	0	0	0
AC005355.1	0.022548	0	0.118299	0	0.023114
AC005357.2	0	0.067602	0	0	0.010518
AC005358.1	0.004376	0.007208	0.013775	0.012037	0.004486
AC005363.2	0.133051	0	0.279224	0	0.068196
AC005379.1	0.049083	0	0	0	0
AC005381.1	0	0	0	0	0.012381
AC005383.1	0.060297	0.049657	0.18981	0.041465	0
AC005387.1	0.045736	0	0.191967	0.629041	0.328193
AC005387.2	0.073178	0	0.076787	0.352263	0.150031
AC005391.1	0	0	0.09908	0	0.048397
AC005392.1	0	0	0.033786	0	0
AC005392.2	0.160457	0	0	0	0.109657
AC005392.3	0	0	0.036804	0	0
AC005393.1	0.634045	0.090811	0.607456	0.379148	0.339112
AC005394.1	0	0	0	0	0
AC005410.1	0	0	0.016893	0	0
AC005410.2	0	0.057272	0.145944	0	0.178223
AC005476.2	1.919333	0.735821	2.170229	1.206103	2.629016
AC005479.1	0.409997	0.27012	0	0.037593	0.084058
AC005479.2	0.224119	0.184572	0.07839	0.410993	0.153164
AC005480.1	0.020363	0.026832	0.029914	0.005601	0.025049
AC005481.1	0.013975	0.046036	0.034216	0.019221	6.3798
AC005482.1	0	0	0	0	0
AC005486.1	0.298134	0.122763	0.078209	0	0.076405
AC005487.1	0	0	0	0	0
AC005498.1	0	0.342152	0.399621	0	0.319421
AC005498.2	0.014569	0.095988	0.305757	0	0.911049
AC005498.3	0.06298	0.518666	0.545204	0.054137	1.831922
AC005515.1	0.388386	0.185721	0.072305	0.284317	0.032108
AC005515.2	0	0	0	0	0
AC005518.1	0	0	0	0	0
AC005519.1	0.20021	0.058193	0.197724	0.113384	0.736437
AC005520.4	0.608401	1.387508	3.68308	2.896513	1.007477
AC005520.5	0	0.143334	0.228285	0	0.044604
AC005520.7	0	0	0	0	0
AC005522.1	0	0	0.074583	0.048879	0
AC005523.1	0.192575	0	0.040414	0.317831	0.118446
AC005523.2	0	0	0	0	0
AC005529.1	0.055707	0	0.058453	0	0
AC005532.1	0.078088	0.042873	0.068282	0	0
AC005534.1	0.781095	0.071474	0.045534	0.298413	0.133451
AC005537.2	0.003562	0.011733	0	0.063683	0.010954
AC005538.1	0	0	0	0	0
AC005540.1	0.035036	0	0.018382	0	0.08979
AC005544.1	0.139993	0.172936	0.036724	0	0.071754
AC005544.2	0	0	0	0	0
AC005546.1	0.123524	0.067818	0.259229	0.169889	0.548708
AC005549.1	0	0	0	0	0
AC005550.1	0	0	0	0	0
AC005550.2	0	0.007084	0.004513	0	0
AC005552.1	0	0	0	0	0
AC005562.1	0.485431	0.347056	0.243488	0.304474	0.560504
AC005580.1	0	0	0	0	0
AC005586.1	0.558032	1.056996	0.67338	2.033862	2.059354
AC005586.2	0.153876	0.063362	0.181646	0.079363	0.433782
AC005592.1	0.039266	0.113182	0.144209	0.013501	0.040252
AC005597.1	0	0	0	0	0.117882
AC005606.1	0	0	0	0	0
AC005606.2	0	0	0	0	0
AC005609.1	0	0	0.054759	0	0.160487
AC005609.2	0	0	0	0	0
AC005609.3	0	0	0	0	0
AC005609.4	0	0	0	0	0
AC005609.5	0	0.069644	0.011092	0	0.065017
AC005614.1	0.026443	0	0.009249	0.006061	0
AC005614.2	0	0	0	0	0
AC005616.1	0	0	0	0.038242	0
AC005618.1	0.265934	0.07581	0.316611	0.05627	1.441691
AC005618.2	0	0	0	0	0
AC005618.3	0	0	0	0	0
AC005625.1	0	0.168539	0.214742	0.281469	1.993
AC005632.3	0.408314	0.192151	0.18362	0.855739	0.199317
AC005632.5	0	0	0	0	0
AC005670.1	0.081515	0	0.085534	0.336338	0.250685
AC005670.2	0	0	0	0	0
AC005670.3	2.240813	1.599879	1.185743	1.951003	2.489317
AC005674.1	0.38582	0.057771	0.515257	0	0.143821
AC005674.2	0.2064	0.11332	0.178075	0.391116	0.74289
AC005692.1	0	0	0	0	0
AC005692.2	0	0	0	0	0
AC005695.1	0.014192	0.004675	0.137003	0.050749	0.07856
AC005695.2	0	0	0	0	0
AC005695.3	0.20818	0	0.218445	0	0.355677
AC005696.1	0.508779	0.179572	0.762666	1.499474	0.484299
AC005696.2	0	0	0	0	0
AC005696.3	0.318797	0	0.055753	0.146153	0.1634
AC005696.4	0.010231	0.008426	0.08052	0.098504	0.06293
AC005697.2	0	0	0.022365	0.029315	0.014566
AC005699.1	0.023957	0.026306	0.041897	0.021967	0.008186
AC005703.1	0	0	0	0	0
AC005703.2	0	0	0	0	0
AC005703.3	0	0.071091	0	0	0.044245
AC005703.4	0.029924	0.049288	0.0314	0.082313	0
AC005722.3	0	0	0.020051	0	0.024486
AC005722.4	0	0	0	0.148939	0
AC005725.1	0.006175	0.498398	0.142557	0.042467	0.031652
AC005726.2	0.021253	0.035006	0.20071	0	0.043573
AC005726.3	0	0	0	0.074303	0
AC005726.4	0	0	0.155984	0.061336	0.015239
AC005730.2	0.027195	0.11198	0.071339	0	0.209081
AC005730.3	0	0.144901	0.046156	0.181494	0.090183
AC005736.1	0	0	0.069234	0	0
AC005740.3	0.0468	0	0	0.128734	0.143925
AC005740.4	0.134581	0.083125	0.194173	0.300783	0.482859
AC005746.1	0.012114	0.07981	0.025422	0.116626	0.136597
AC005746.2	0	0.056419	0	0.235556	0.351137
AC005746.3	0.08193	0	0	0	0.083987
AC005753.1	0.052101	0	0.082005	0	0.186932
AC005757.1	0	0.112359	0.03579	0.046912	0
AC005757.7	0	0	0	0	0
AC005759.1	0.092982	0.021879	0.013938	0.274038	0.108934
AC005772.1	0	0	0	0	0
AC005774.2	0	0	0	0	0
AC005775.1	0.037881	0.031196	0.099371	0.078149	0.174742
AC005776.2	0.582448	0.149897	0.582519	0.463122	0.195914
AC005785.1	0.185339	0.152635	0.150278	0.382362	0.854966
AC005786.2	0.043629	0	0	0.060006	0.044725
AC005786.3	0	0	0	0	0
AC005789.1	0	0	0	0	0
AC005790.1	1.788803	0.235705	1.801926	1.820584	0
AC005808.1	0	0	0	0	0
AC005821.1	0.037228	0.006813	0.030383	0	0.046644
AC005823.1	0	0	0	0	0
AC005823.2	0	0	0	0	0
AC005828.1	0.030724	0.050605	0.161193	0	0.031495
AC005828.2	0	0	0	0	0
AC005828.3	0	0	0.057168	0	0.027925
AC005828.4	0.145826	0.240189	0.306034	0.120338	0.568053
AC005828.5	0	0.074695	0.285516	0.062372	0.139466
AC005829.1	1.600369	0.354082	0.025064	1.511191	0.489716
AC005832.1	0	0	0.029533	0.07742	0
AC005833.2	0	0	0	0	0.036756
AC005837.1	0.30942	0.108106	0.118064	0.567419	0.422919
AC005837.4	0.056291	0	0.118133	0.309682	0
AC005838.3	0.050786	0	0.213162	0.139699	0.468552
AC005840.2	0.294661	0.294141	0.374777	0.135089	0.494279
AC005840.4	0.51066	0.265611	0.451234	0.55448	0.33062
AC005841.1	0.392664	0.277179	0.529747	0.308603	0.690039
AC005842.1	0.066048	0.027197	0	0.04542	0.033853
AC005845.1	0.024654	0	0.05174	0.101725	0.07582
AC005863.1	0	0.044224	0.1296	0.029543	0
AC005865.1	0.13282	0.046056	0.022006	0.028844	0.021498
AC005871.1	0	0	0	0	0
AC005871.2	0	0	0	0	0
AC005884.1	0	0	0	0.051614	0.03847
AC005884.2	0.065179	0.107356	0.341965	0.179289	0.066816
AC005899.2	0.972245	0.047099	0.150027	0.117987	0.117254
AC005899.4	0.059407	0.097848	0	0	0.182695
AC005899.5	0	0	0	0	0
AC005899.6	0.55414	0.048038	0.030603	0.160451	0.029898
AC005899.7	5.312204	0.178564	0.511911	0.969189	1.16691
AC005899.8	1.752297	0	0.172378	0.301255	0.392939
AC005899.9	0.210051	0	0.014694	0.057779	0.07656
AC005901.1	0	0	0	0	0
AC005906.2	0	0.036575	0.046602	0	0
AC005908.2	0	0	0	0	0
AC005909.1	0	0	0	0	0
AC005911.1	0.882633	0.523358	0.259323	0.679805	1.701012
AC005912.2	0	0	0	0	0
AC005920.1	0.666229	0.02582	0.098694	0.743824	0.345495
AC005920.2	0.048492	0	0	0	0
AC005920.3	0.039298	0	0	0	0.040285
AC005920.4	0.196332	0	0.103006	0	0.067087
AC005921.3	0	0	0	0	0
AC005944.1	0	0	0	0	0
AC005954.1	0.286633	0.078685	0.200511	0.065704	0.195886
AC005954.2	0.057911	0	0	0	0
AC005962.1	0.395073	1.016749	0.207277	0.916933	0.404992
AC005993.1	0	0	4.893455	0	0
AC005996.1	0.057089	0	0	0	0
AC005999.1	0	0	0	0	0
AC006001.2	0.961148	0.56539	0.342183	1.79404	1.35476
AC006001.3	0.849495	0.749567	0.684454	0.932901	1.543934
AC006003.1	0	0	0	0	0
AC006007.1	0	0	0	0	0
AC006013.1	0	0	0	0	0
AC006017.1	0.023922	0.157604	0.175708	0.197405	0.049044
AC006019.1	0	0	0	0	0
AC006019.2	0	0	0	0	0
AC006019.3	0	0	0	0	0
AC006026.3	2.701969	0.185432	1.299466	0	3.231442
AC006027.1	0	0	0	0	0
AC006033.2	0.179971	0.794965	0.231765	0.59631	0.067087
AC006037.1	0	0	0	0	0
AC006041.1	0.049083	0	0	0	0
AC006042.1	0.890988	1.012092	2.675809	2.831164	2.456618
AC006042.3	0.139589	0.191595	0.097648	0.12799	0.071547
AC006055.1	0	0	0	0	0
AC006058.1	0.003177	0.005233	0.003334	0.030589	0.022799
AC006058.2	0	0	0	0	0
AC006058.3	0	0	0	0	0.015438
AC006059.1	0.533223	0.236456	0.258238	0.08462	0.168188
AC006063.1	0	0	0	0	0
AC006064.1	0.028749	0.047351	0.030166	0.197699	0.02947
AC006064.2	0.329902	0.217351	0.184624	0.332739	0.50352
AC006064.3	0.877526	0.055591	0.88538	0.139259	0.103795
AC006064.4	0	0	0	0	0
AC006064.5	0	0	0	0	0
AC006065.3	0	0	0	0	0
AC006065.4	0	0	0	0	0
AC006076.1	0	0	0	0	0
AC006111.1	0	0	0	0	0
AC006111.2	0.241187	0.148971	0.158175	0.228057	0.370864
AC006111.3	0.294242	0	0.132322	0.231251	0.387809
AC006116.10	0.06192	0.025497	0.081217	0	0.047606
AC006116.11	0.304805	0.09128	0.261682	0	1.24983
AC006116.5	0.213707	0.293328	0.37374	0	0.401632
AC006116.6	0.0288	0	0.151101	0	0.088569
AC006116.7	0.058383	0	0	0	0.38902
AC006116.9	0.247485	0.05226	0.073245	0.209465	0.286224
AC006122.1	0.146357	0.120531	0.038393	0.251616	0
AC006126.3	0	0.049105	0.031283	0.246025	0.275057
AC006126.4	0.734965	0.922324	0.514137	0.673894	7.4983
AC006130.1	0.029008	0	0	0	0
AC006141.1	0.066771	0	0.023354	0	0
AC006146.1	0	0	0	0	0
AC006148.1	0	0	0	0	0
AC006148.2	0	0	0	0	0.02539
AC006150.1	0	0	0	0	0
AC006153.1	0	0	0	0	0
AC006157.1	0	0	0	0	0
AC006159.1	0	0	0	0	0.042755
AC006159.2	0	0	0	0	0
AC006160.1	0.236122	0.070712	0.067572	0.118092	0.198041
AC006205.1	0	0	0.043427	0	0
AC006205.2	0.086323	0	0	0	0
AC006206.1	0.004753	0	0	0	0
AC006206.2	0.682511	0	0.705633	0.069022	0.010289
AC006213.1	0.332057	0.309925	0.435538	0.167456	0.130484
AC006213.2	0.543248	0.048366	0.285017	0.060581	0.549362
AC006213.3	0.903052	0	0.261401	0	0.255372
AC006213.4	2.056842	2.342179	1.412196	0.174623	0.338398
AC006213.5	1.229802	1.473156	1.055816	0.384414	0.286518
AC006237.1	0	0	0	0	0
AC006238.1	0.241187	0.099314	0.094905	0.08293	0.030905
AC006249.1	0	0	0.035866	0	0
AC006252.1	0.80423	0.072253	0.506331	0.281554	0.224842
AC006254.1	0.16061	0.04199	0.17923	0.18934	0.175096
AC006262.1	0.040854	0.040374	0.022863	0.022476	0.147975
AC006262.2	0.037925	0	0	0	0.058316
AC006262.3	0	0	0	0	1.151402
AC006270.1	0.134722	0.110949	0.106023	0.092645	0.034526
AC006272.1	0.116661	0.096075	0.18362	0.361015	0.029898
AC006273.1	0.130888	0.153988	0.058861	0.360036	0.076671
AC006288.1	0	0	0	0	0
AC006296.1	0	0	0	0	0
AC006296.2	0.042145	0	0	0	0.021601
AC006299.1	0.026599	0.131434	0	0.036584	0.088618
AC006305.2	0.026734	0.017613	0	0.022061	0
AC006305.3	0	0	0	0	0
AC006305.4	0	0	0	0	0
AC006333.1	4.486922	3.196167	1.070403	2.584492	2.413794
AC006355.2	0	0	0	0	0
AC006357.1	1.182429	0	0	2.210054	0
AC006369.1	0	0	0.061653	0.040406	0.030116
AC006369.2	0	0	0	0	0
AC006372.1	0.530744	0	0.03094	0.040554	0.120904
AC006372.2	0.496209	0	0	0	0.452149
AC006372.3	0.059642	0	0	0	0.040759
AC006387.1	0.014702	0	0.015427	0	0.030143
AC006435.1	0	0	0	0	0
AC006435.2	0.443577	0.171908	0.574966	0.574191	2.75503
AC006435.3	0	0	0	0	0
AC006441.1	0.03684	0	1.73956	0.101337	0.226592
AC006441.3	0	0	0	0	0
AC006441.4	0	0.107902	0.051556	0.090101	0.067155
AC006449.1	0	0	0.266265	0.38778	0.057805
AC006449.2	0.99378	0	3.475938	0.774523	1.596011
AC006449.3	0.057191	0	0.930168	0.117987	0.117254
AC006449.5	1.596111	0.467646	14.509672	0.61213	0.881022
AC006449.7	4.242175	0.461965	25.678038	1.369424	1.430393
AC006450.1	0.034998	0	0	0	0
AC006450.2	0	0	0	0.038111	0
AC006450.3	0.007502	0	0.007872	0	0
AC006455.1	0	0	0	0	0
AC006455.4	0	0	0	0	0
AC006455.5	0	0	0	0	0
AC006455.8	0	0	0	0	0
AC006458.1	0	0	0	0	0
AC006460.1	0.01431	0	0.060064	0.059046	0
AC006480.3	0.228785	0.178498	0.12635	0.198734	0.54312
AC006482.1	0	0	0	0	0
AC006483.2	0	0	0.032802	0.042995	0
AC006487.1	0.013185	0	0.013835	0	0.040549
AC006487.2	0.027902	0	0.058555	0.345373	0.085806
AC006504.1	0.070264	0.079565	0.410115	0.404673	0.018007
AC006504.2	0	0	0	0	0
AC006504.5	0.707727	1.206951	0.768912	1.154273	0.770438
AC006504.7	1.977543	0.918693	1.356765	3.521836	0.935628
AC006518.2	0.014976	0.074	0.015714	0	0
AC006538.1	0.060943	0.117109	0.159871	0.502915	1.416068
AC006538.3	0	0	0	0	0.028553
AC006547.1	0.660445	0.713509	0.491814	1.074392	1.710766
AC006547.2	0	0	0	0	0
AC006547.3	0	0	0	0	0
AC006548.28	0.001145	0	0.000601	0.000788	0.000196
AC006557.1	0.059352	0.048879	0.031139	0.061223	0.060842
AC006557.3	0	0	0	0	0
AC006566.1	0.094148	0.206759	0.06586	0.129487	0.03217
AC006581.1	0	0	0	0	0
AC006942.1	0.371521	0.968884	0.519786	1.021949	2.094667
AC006946.2	0.174808	0.018576	0.094672	0.255935	0.023122
AC006946.3	0	0	0.089381	0.234309	0.04366
AC006947.1	0	0	0	0.137245	0.034098
AC006960.3	0	0	0	0	0
AC006960.4	0	0	0	0	0.046818
AC006967.2	0	0	0	0	0
AC006967.3	0.014729	0	0	0	0
AC006994.2	0	0	0.016693	0	0
AC007000.4	0.052186	0.171908	0.109517	0.287095	0
AC007001.1	0	0	0	0	0.049264
AC007003.1	0	0	0	0	0
AC007009.1	0	0	0	0	0
AC007014.1	0	0	0	0.108896	0
AC007014.2	0.268881	0.276793	0.211604	0.046226	0
AC007029.2	0.154306	0.084718	0	0.070742	0.052727
AC007032.1	0.228088	0.156534	0.019945	0.26142	0.097423
AC007036.1	0.11943	0.078685	0.050128	0.262816	0
AC007036.2	0.03684	0.182038	0.077314	0.050669	0.075531
AC007036.3	0	0	0	0	0
AC007038.1	0.91374	0.860005	0.662025	0.598439	1.092795
AC007040.1	0	0.111182	0.07083	0.04642	0.069197
AC007064.2	0	0	0	0	0
AC007066.2	0.891057	0.426411	0.606482	0.819776	1.036865
AC007091.1	0	0	0	0	0.379054
AC007098.1	0.076201	0.07987	0.152648	0.219136	0.156229
AC007099.1	0	0	0	0	0
AC007099.2	0	0	0	0	0
AC007100.1	0.404165	0	0	0	0
AC007106.1	0	0	0	0	0
AC007114.1	2.447836	0.465207	1.422573	5.153573	3.455105
AC007114.2	0.007521	0.006194	0.003946	0.015517	0.096376
AC007126.1	0.003367	0	0	0	0
AC007128.1	0	0.01431	0.929893	0.023899	0.035625
AC007128.2	0	0	0.737688	0.024173	0
AC007159.1	0	0	0	0	0
AC007161.1	0	0	0.022584	0.014801	0
AC007179.1	0	0	0	0	0
AC007179.2	0.006606	0	0	0	0
AC007182.1	0	0	0	0	0.022932
AC007192.2	0	0	0	0	0
AC007193.1	0	0	0	0	0
AC007193.2	0	0	0	0	0
AC007193.3	0	0	0	0	0
AC007204.2	0.147699	0.243274	0.420666	0	0.086519
AC007207.1	0	0	0.01953	0.025598	0
AC007216.1	0.053575	0	0	0	0
AC007216.2	0.419251	0	0.043992	0	0.042978
AC007216.3	0.064612	0.017737	0.056499	0.148109	0.198704
AC007216.4	0.343756	0.047183	0.330647	0.078798	0.381752
AC007218.1	0	0	0	0	0
AC007220.1	0.412018	0	0.27221	0.419758	0.156431
AC007223.1	0	0	0	0	0
AC007228.5	0	0	0.130701	0	0
AC007228.9	0.909219	0.858602	1.628247	0.783648	1.043892
AC007249.3	0.065179	0.107356	0.068393	0.268934	0.200447
AC007250.1	0.238154	0	0.049979	0	0
AC007255.1	2.470785	0.147316	1.654112	0.415167	2.601583
AC007272.1	0.012687	0	0	0	0.039015
AC007277.1	0.021617	0	0.039695	0.022298	0.01108
AC007278.1	0	0	0	0.233603	0
AC007278.2	0.013416	0	0	0	0
AC007283.1	0	0	0	0	0
AC007285.1	0.202719	0.083474	0.053179	0.139405	0.017317
AC007285.2	0.248637	0.102382	0.358733	0.085491	0.1593
AC007292.1	1.402748	0.142181	0.294383	0.771713	1.283109
AC007292.2	0.373161	0.117072	0.223749	0.427692	0.455393
AC007292.3	0.270575	0	0.094639	0.310115	0.092456
AC007298.1	0.220874	0.040422	0.025752	0	0
AC007298.2	0.429562	0	0	0	0
AC007308.1	0	0	0	0	0
AC007308.6	0.154284	0.055243	0.119659	0.036904	0.123776
AC007314.1	0.056988	0	0.627884	0	0.02921
AC007318.3	0.463764	0.218245	0.55615	1.002323	0.339577
AC007319.1	0.010937	0.018014	0	0.090254	0.033635
AC007326.2	0	0	0	0	0
AC007327.2	0	0	0	0	0
AC007333.1	0	0	0	0	0
AC007333.2	0	0	0	0	0
AC007336.1	0.033645	0.041562	0.052956	0.052059	0.017245
AC007336.2	0.375745	0.047606	0.303287	0.755301	0.029629
AC007342.1	0.022803	0	0.023928	0	0
AC007342.4	0	0.671312	0.244384	0.320322	0.567026
AC007342.5	0	0.507558	0.228711	0.175732	0.462281
AC007344.1	0	0	0	0	0
AC007346.1	0	0	0.01274	0	0
AC007347.1	0	0.094366	0	0.157596	0
AC007349.1	0	0	0.028779	0	0
AC007349.2	0	0	0	0.04004	0
AC007349.3	0	0	0	0	0
AC007349.4	0	0.099687	0	0	0.031021
AC007359.1	0	0	0	0	0
AC007362.1	0.009919	0.032676	0.010409	0.013643	0.020337
AC007365.1	0.308119	0.042292	1.050764	0.176573	0.131606
AC007368.1	0	0	0	0	0
AC007370.1	0	0	0	0.07007	0
AC007370.2	0	0.019686	0.006271	0	0.006126
AC007375.3	0	0	0	0	0.007132
AC007376.2	0	0.245526	0.031283	0.246025	0.244495
AC007378.1	0	0	0	0	0.034526
AC007381.1	0	0	0	0.055218	0
AC007381.2	0	0	0	0.042418	0
AC007383.2	1.05875	1.10273	0.816879	0.599596	1.005528
AC007383.3	0	0	0	0	0
AC007384.1	0.186838	0.153869	0.081688	0.428283	0.031922
AC007389.1	0.008759	0	0	0.006023	0.067343
AC007389.3	0	0	0	0	0
AC007389.5	0	0.142564	0.045411	0	0.066546
AC007390.2	0.245531	0.271932	0.364247	0.262004	0.173583
AC007391.1	0.031943	0.052613	0.033518	0	0
AC007402.1	0	0	0	0.005621	0
AC007403.1	0	0	0	0	0
AC007405.2	0.119663	0.083386	0.439471	0.07596	0.127385
AC007405.3	0	0	0	0	0.039672
AC007405.4	1.881296	0.79523	4.71678	5.15202	1.996796
AC007406.1	0	0	0.107258	0.070293	0.052392
AC007406.2	0	0	0	0.132061	0
AC007406.3	0.380725	0.739067	0.556444	0.579738	1.352055
AC007406.4	0	0	0	0	0.043146
AC007406.5	1.909562	3.622013	3.575786	1.871962	4.623044
AC007422.1	0	0	0.202312	0.132588	0
AC007423.1	0	0	0	0.105944	0.105285
AC007424.1	0.003065	0.015147	0.003217	0	0.003142
AC007431.1	0.011402	0	0.047856	0.031363	0
AC007431.2	0	0	0.030005	0	0
AC007448.3	0	0	0	0	0
AC007448.4	0	0.038486	0	0.160684	0.119764
AC007450.1	0	0	0	0	0
AC007463.1	0.020225	0	0	0	0
AC007485.1	1.172274	0.772334	0.082005	0.429946	0.801138
AC007493.1	0	0	0	0.042828	0
AC007493.2	0.134722	0	0.035341	0	0
AC007494.2	0.021072	0.069416	0.022111	0	0.021601
AC007495.1	0	0	0	0	0
AC007496.1	0.021785	0	0.045719	0	0
AC007496.2	0.029432	0.048477	0.030883	0	0
AC007497.1	0.057395	0.094534	0	0	0.205925
AC007513.1	0	0	0	0	0
AC007527.1	0	0	0	0	0
AC007527.2	0	0	0	0	0
AC007529.1	0	0	0.007756	0	0
AC007533.2	0	0	0	0	0
AC007540.2	0.031754	0	0	0	0
AC007541.1	0.394535	0.595681	0.551986	0.467263	0.865054
AC007546.1	0.0576	0.094872	0.120881	0.158442	0.177139
AC007552.2	0.053397	0	0.16809	0	0
AC007556.1	0	0	0.220105	0	0
AC007557.1	0	0	0.281031	0	0
AC007557.2	0.027614	0	0	0	0
AC007557.3	0.010271	0	0.010777	0.007063	0
AC007557.4	0.03744	0	0.117859	0	0
AC007563.1	0.373857	0	0.588437	0.064274	0.023953
AC007563.2	0.16028	0	0.355053	0.048987	0
AC007566.1	1.102372	0.680888	0.867547	0.852839	0.494397
AC007569.1	0.074967	0.030869	0.09833	0.154661	0.019212
AC007570.1	0	0	0	0.07344	0.136844
AC007595.1	0	0	0.034975	0.045843	0.034169
AC007598.1	0	0.118379	0	0	0
AC007598.2	0.029869	0	0.031341	0	0
AC007599.2	0	0.053787	0	0	0
AC007601.1	0	0	0.034231	0.022434	0
AC007601.2	0	0	0	0.088216	0
AC007603.1	0	0	0	0	0
AC007608.1	0.019562	0.01074	0.068421	0	0
AC007608.2	0	0	0	0	0
AC007608.3	0.048832	1.653845	0.166529	0.142718	0.006257
AC007610.2	0	0	0.033922	0	0.099418
AC007610.3	0.024173	0.23889	0.10146	0	0.421259
AC007611.1	0.268181	0.372699	0.211053	0.219002	0.111684
AC007613.1	0.167377	0.020421	0.039029	0.051156	0.044484
AC007614.1	0.001811	0	0	0	0
AC007619.1	0.156303	0.128722	0.451028	0.053743	0.080114
AC007620.2	0	0	0	0	0
AC007620.3	0.064786	0	0	0	0.066412
AC007622.2	0.103321	0.108295	0.068991	0.142103	0.250344
